TF	Target	SignedQuantile	combStability	combPCorr	stroke	stroke-width	stroke-dasharray
TGIF2	NOLC1	0.4055	50.05	0.05	rgb(218,207,208)	1.9879	None
TGIF2	NSDHL	0.4055	50.05	0.054	rgb(218,207,207)	1.9879	None
TGIF2	NUCB2	0.4055	50.05	0.05	rgb(218,207,208)	1.9879	None
TGIF2	NUDT16	0.4055	50.05	0.05	rgb(218,207,208)	1.9879	2,2
TGIF2	NUDT4	0.4055	50.05	0.049	rgb(218,208,208)	1.9879	None
TGIF2	NUP62	0.4055	50.05	0.051	rgb(218,207,207)	1.9879	None
TGIF2	PDIA5	0.4055	50.05	0.052	rgb(218,207,207)	1.9879	None
TGIF2	PGM1	0.4055	50.05	0.055	rgb(218,207,207)	1.9879	None
TGIF2	PHC2	0.4055	50.05	0.046	rgb(218,208,208)	1.9879	None
TGIF2	PHLDA2	0.4055	50.05	0.045	rgb(217,208,208)	1.9879	None
TGIF2	PPP1R14C	0.4055	50.05	0.05	rgb(218,207,208)	1.9879	None
TGIF2	PPP1R1B	0.4055	50.05	0.047	rgb(218,208,208)	1.9879	None
TGIF2	PSMD1	0.4055	50.05	0.048	rgb(218,208,208)	1.9879	None
TGIF2	RHOBTB3	0.4055	50.05	0.05	rgb(218,207,208)	1.9879	None
TGIF2	RHOC	0.4055	50.05	0.049	rgb(218,208,208)	1.9879	2,2
TGIF2	RPN1	0.4055	50.05	0.046	rgb(218,208,208)	1.9879	None
TGIF2	RTCB	0.4055	50.05	0.051	rgb(218,207,207)	1.9879	None
TGIF2	RTKN2	-0.4055	50.05	-4.9E-02	rgb(206,211,219)	1.9879	None
TGIF2	RUVBL1	0.4055	50.05	0.051	rgb(218,207,207)	1.9879	None
TGIF2	SEC23B	0.4055	50.05	0.047	rgb(218,208,208)	1.9879	None
TGIF2	SGK1	0.4055	50.05	0.048	rgb(218,208,208)	1.9879	None
TGIF2	SLC28A3	0.4055	50.05	0.052	rgb(218,207,207)	1.9879	None
TGIF2	SRPR	0.4055	50.05	0.05	rgb(218,207,208)	1.9879	2,2
TGIF2	SRPRB	0.4055	50.05	0.055	rgb(218,207,207)	1.9879	None
TGIF2	TGIF1	0.4055	50.05	0.047	rgb(218,208,208)	1.9879	2,2
TGIF2	TGM2	0.4055	50.05	0.048	rgb(218,208,208)	1.9879	None
TGIF2	TIFA	0.4055	50.05	0.05	rgb(218,207,207)	1.9879	None
TGIF2	TNNI2	-0.4055	50.05	-4.9E-02	rgb(206,211,219)	1.9879	None
TGIF2	TSPAN13	0.4055	50.05	0.046	rgb(218,208,208)	1.9879	None
TGIF2	TSTD1	0.4055	50.05	0.047	rgb(218,208,208)	1.9879	None
TGIF2	TUBB	0.4055	50.05	0.049	rgb(218,208,208)	1.9879	None
TGIF2	TXNRD1	0.4055	50.05	0.048	rgb(218,208,208)	1.9879	None
TGIF2	UBE2L6	0.4055	50.05	0.045	rgb(217,208,208)	1.9879	None
TGIF2	VCP	0.4055	50.05	0.05	rgb(218,207,208)	1.9879	None
TGIF2	YWHAB	0.4055	50.05	0.051	rgb(218,207,207)	1.9879	None
TGIF2	YWHAH	0.4055	50.05	0.048	rgb(218,208,208)	1.9879	None
TSHZ1	CLIC5	0.4055	50.05	0.046	rgb(218,208,208)	1.9879	2,2
YBX3	AKAP1	0.4055	50.05	0.048	rgb(218,208,208)	1.9879	None
YBX3	ALAS1	-0.4055	50.06	-6.2E-02	rgb(204,209,219)	1.9881	2,2
YBX3	ALDOC	0.4055	50.05	0.045	rgb(217,208,208)	1.9879	2,2
YBX3	ANXA1	0.4055	50.05	0.049	rgb(218,208,208)	1.9879	2,2
YBX3	ARFGAP3	0.4055	50.05	0.046	rgb(218,208,208)	1.9879	2,2
YBX3	ARPC5L	0.4055	50.05	0.045	rgb(217,208,208)	1.9879	None
YBX3	ATF3	0.4055	50.05	0.054	rgb(218,207,207)	1.9879	2,2
YBX3	BPGM	0.4055	50.05	0.051	rgb(218,207,207)	1.9879	2,2
YBX3	BRK1	0.4055	50.05	0.049	rgb(218,208,208)	1.9879	2,2
YBX3	C1QBP	0.4055	50.05	0.053	rgb(218,207,207)	1.9879	2,2
YBX3	CAV1	0.4055	50.06	0.059	rgb(218,206,206)	1.9881	2,2
YBX3	CFH	0.4055	50.05	0.046	rgb(218,208,208)	1.9879	2,2
YBX3	CHI3L2	0.4055	50.05	0.048	rgb(218,208,208)	1.9879	2,2
YBX3	CISH	0.4055	50.05	0.051	rgb(218,207,207)	1.9879	2,2
YBX3	CLDN7	0.4055	50.05	0.052	rgb(218,207,207)	1.9879	2,2
YBX3	CLNK	0.4055	50.05	0.053	rgb(218,207,207)	1.9879	2,2
YBX3	CNBP	0.4055	50.05	0.05	rgb(218,208,208)	1.9879	2,2
YBX3	COL4A1	-0.4055	50.05	-4.6E-02	rgb(207,211,219)	1.9879	2,2
YBX3	COL4A2	-0.4055	50.05	-4.9E-02	rgb(206,211,219)	1.9879	2,2
YBX3	CREB3	0.4055	50.05	0.049	rgb(218,208,208)	1.9879	2,2
YBX3	CXCL1	0.4055	50.05	0.046	rgb(218,208,208)	1.9879	2,2
YBX3	DARS	0.4055	50.05	0.045	rgb(217,208,208)	1.9879	2,2
YBX3	DDX39A	0.4055	50.05	0.052	rgb(218,207,207)	1.9879	2,2
YBX3	DERL2	0.4055	50.05	0.048	rgb(218,208,208)	1.9879	None
YBX3	DNAJB11	0.4055	50.05	0.045	rgb(217,208,208)	1.9879	2,2
YBX3	DUSP6	0.4055	50.05	0.05	rgb(218,207,207)	1.9879	2,2
YBX3	EBNA1BP2	0.4055	50.05	0.053	rgb(218,207,207)	1.9879	None
YBX3	EDNRB	-0.4055	50.05	-4.5E-02	rgb(207,211,219)	1.9879	None
YBX3	EIF3M	0.4055	50.05	0.045	rgb(217,208,208)	1.9879	2,2
YBX3	ENSMMUG00000002194	0.4055	50.05	0.048	rgb(218,208,208)	1.9879	2,2
YBX3	ENSMMUG00000004682	0.4055	50.05	0.047	rgb(218,208,208)	1.9879	2,2
YBX3	ENSMMUG00000004924	0.4055	50.05	0.047	rgb(218,208,208)	1.9879	2,2
YBX3	ENSMMUG00000007215	0.4055	50.05	0.045	rgb(217,208,208)	1.9879	2,2
YBX3	ENSMMUG00000015334	0.4055	50.05	0.051	rgb(218,207,207)	1.9879	2,2
YBX3	ENSMMUG00000016306	0.4055	50.05	0.046	rgb(218,208,208)	1.9879	2,2
YBX3	ENSMMUG00000018653	0.4055	50.05	0.049	rgb(218,208,208)	1.9879	2,2
YBX3	ENSMMUG00000030326	0.4055	50.05	0.046	rgb(218,208,208)	1.9879	2,2
YBX3	ENSMMUG00000038373	0.4055	50.05	0.053	rgb(218,207,207)	1.9879	2,2
YBX3	ENSMMUG00000038560	0.4055	50.05	0.054	rgb(218,207,207)	1.9879	2,2
YBX3	ENSMMUG00000039892	0.4055	50.05	0.054	rgb(218,207,207)	1.9879	2,2
YBX3	ENSMMUG00000047234	0.4055	50.05	0.048	rgb(218,208,208)	1.9879	2,2
YBX3	ENSMMUG00000048806	0.4055	50.05	0.049	rgb(218,208,208)	1.9879	2,2
YBX3	GMPPB	0.4055	50.05	0.051	rgb(218,207,207)	1.9879	None
YBX3	GSPT1	0.4055	50.05	0.051	rgb(218,207,207)	1.9879	2,2
YBX3	HMGCR	0.4055	50.05	0.049	rgb(218,208,208)	1.9879	2,2
YBX3	HOOK1	0.4055	50.05	0.05	rgb(218,208,208)	1.9879	2,2
YBX3	HSDL2	0.4055	50.05	0.052	rgb(218,207,207)	1.9879	2,2
YBX3	IGFBP5	-0.4055	50.05	-4.7E-02	rgb(207,211,219)	1.9879	2,2
YBX3	IRF1	0.4055	50.05	0.048	rgb(218,208,208)	1.9879	2,2
YBX3	KIF3A	0.4055	50.05	0.05	rgb(218,208,208)	1.9879	None
YBX3	LDLR	0.4055	50.05	0.049	rgb(218,208,208)	1.9879	2,2
YBX3	MCUR1	0.4055	50.05	0.048	rgb(218,208,208)	1.9879	None
YBX3	MID1IP1	0.4055	50.05	0.053	rgb(218,207,207)	1.9879	None
YBX3	MKI67IP	0.4055	50.05	0.048	rgb(218,208,208)	1.9879	2,2
YBX3	MRPL15	0.4055	50.05	0.049	rgb(218,208,208)	1.9879	2,2
YBX3	NUDT16	0.4055	50.05	0.048	rgb(218,208,208)	1.9879	2,2
YBX3	OBSL1	0.4055	50.05	0.045	rgb(217,208,208)	1.9879	2,2
YBX3	ODC1	0.4055	50.05	0.054	rgb(218,207,207)	1.9879	2,2
YBX3	PABPC1	0.4055	50.05	0.054	rgb(218,207,207)	1.9879	2,2
YBX3	PELO	0.4055	50.05	0.048	rgb(218,208,208)	1.9879	None
YBX3	POLR2G	0.4055	50.05	0.053	rgb(218,207,207)	1.9879	2,2
YBX3	PSMA4	0.4055	50.05	0.048	rgb(218,208,208)	1.9879	2,2
YBX3	PSMD1	0.4055	50.05	0.048	rgb(218,208,208)	1.9879	2,2
YBX3	PSMD14	0.4055	50.05	0.049	rgb(218,208,208)	1.9879	2,2
YBX3	PTP4A1	0.4055	50.05	0.046	rgb(218,208,208)	1.9879	2,2
YBX3	PTP4A2	0.4055	50.05	0.055	rgb(218,207,207)	1.9879	2,2
YBX3	RAB27A	0.4055	50.05	0.048	rgb(218,208,208)	1.9879	None
YBX3	RAB9A	0.4055	50.05	0.048	rgb(218,208,208)	1.9879	2,2
YBX3	RHOBTB3	0.4055	50.05	0.048	rgb(218,208,208)	1.9879	None
YBX3	RIOK1	0.4055	50.05	0.053	rgb(218,207,207)	1.9879	2,2
YBX3	RPN1	0.4055	50.05	0.05	rgb(218,207,208)	1.9879	2,2
YBX3	RTKN2	-0.4055	50.05	-4.8E-02	rgb(207,211,219)	1.9879	2,2
YBX3	S100A6	-0.4055	50.05	-5.1E-02	rgb(206,210,219)	1.9879	2,2
YBX3	SEC13	0.4055	50.05	0.047	rgb(218,208,208)	1.9879	None
YBX3	SELM	0.4055	50.05	0.046	rgb(218,208,208)	1.9879	2,2
YBX3	SERTAD3	0.4055	50.05	0.046	rgb(218,208,208)	1.9879	None
YBX3	SFTPA1	0.4055	50.05	0.045	rgb(217,208,208)	1.9879	2,2
YBX3	SLC43A3	0.4055	50.05	0.048	rgb(218,208,208)	1.9879	2,2
YBX3	SMCO4	0.4055	50.05	0.055	rgb(218,207,207)	1.9879	2,2
YBX3	SRM	0.4055	50.05	0.045	rgb(217,208,208)	1.9879	2,2
YBX3	SRSF7	0.4055	50.05	0.054	rgb(218,207,207)	1.9879	2,2
YBX3	ST20-MTHFS	0.4055	50.05	0.052	rgb(218,207,207)	1.9879	2,2
YBX3	TGDS	0.4055	50.05	0.049	rgb(218,208,208)	1.9879	2,2
YBX3	TMED3	0.4055	50.05	0.054	rgb(218,207,207)	1.9879	2,2
YBX3	TMEM97	0.4055	50.05	0.052	rgb(218,207,207)	1.9879	2,2
YBX3	TNIP3	0.4055	50.05	0.048	rgb(218,208,208)	1.9879	2,2
YBX3	TUBA1C	0.4055	50.05	0.046	rgb(218,208,208)	1.9879	2,2
YBX3	TXNRD1	0.4055	50.05	0.047	rgb(218,208,208)	1.9879	None
YBX3	UBE2S	0.4055	50.05	0.05	rgb(218,207,208)	1.9879	2,2
YBX3	WARS	0.4055	50.05	0.048	rgb(218,208,208)	1.9879	2,2
YBX3	YIF1A	0.4055	50.05	0.047	rgb(218,208,208)	1.9879	None
YBX3	YWHAB	0.4055	50.05	0.054	rgb(218,207,207)	1.9879	2,2
YBX3	YWHAH	0.4055	50.05	0.046	rgb(218,208,208)	1.9879	None
YBX3	ZNRD1	0.4055	50.05	0.054	rgb(218,207,207)	1.9879	2,2
YY1	CCND3	0.4055	50.05	0.045	rgb(218,208,208)	1.9879	None
YY1	CCT4	0.4055	50.05	0.045	rgb(217,208,208)	1.9879	2,2
YY1	CTSC	0.4055	50.05	0.048	rgb(218,208,208)	1.9879	2,2
YY1	ENSMMUG00000001054	0.4055	50.05	0.05	rgb(218,207,208)	1.9879	2,2
YY1	ENSMMUG00000003295	0.4055	50.05	0.049	rgb(218,208,208)	1.9879	2,2
YY1	ENSMMUG00000005494	0.4055	50.05	0.051	rgb(218,207,207)	1.9879	2,2
YY1	ENSMMUG00000009157	0.4055	50.05	0.053	rgb(218,207,207)	1.9879	2,2
YY1	ENSMMUG00000013237	0.4055	50.05	0.045	rgb(218,208,208)	1.9879	2,2
YY1	HSDL2	0.4055	50.05	0.045	rgb(218,208,208)	1.9879	None
YY1	HSP90AB1	0.4055	50.05	0.047	rgb(218,208,208)	1.9879	None
YY1	LAPTM4B	0.4055	50.05	0.05	rgb(218,208,208)	1.9879	None
YY1	LDHB	0.4055	50.05	0.046	rgb(218,208,208)	1.9879	None
YY1	PLLP	0.4055	50.05	0.045	rgb(217,208,208)	1.9879	None
YY1	RPL7A	0.4055	50.05	0.051	rgb(218,207,207)	1.9879	None
YY1	RPS9	0.4055	50.05	0.051	rgb(218,207,207)	1.9879	None
YY1	RPSA	0.4055	50.05	0.047	rgb(218,208,208)	1.9879	2,2
YY1	TMED2	0.4055	50.05	0.05	rgb(218,208,208)	1.9879	None
YY1	TSPAN12	0.4055	50.05	0.047	rgb(218,208,208)	1.9879	None
ZBED1	ACTG1	0.4055	50.05	0.051	rgb(218,207,207)	1.9879	2,2
ZBED1	AGER	0.4055	50.05	0.051	rgb(218,207,207)	1.9879	2,2
ZBED1	CCL20	-0.4055	50.05	-4.6E-02	rgb(207,211,219)	1.9879	2,2
ZBED1	EFEMP1	0.4055	50.05	0.052	rgb(218,207,207)	1.9879	2,2
ZBED1	ENSMMUG00000004852	0.4055	50.05	0.047	rgb(218,208,208)	1.9879	2,2
ZBED1	FXYD3	0.4055	50.05	0.051	rgb(218,207,207)	1.9879	2,2
ZBED1	LIMS1	0.4055	50.05	0.048	rgb(218,208,208)	1.9879	2,2
ZBED1	PAPSS2	0.4055	50.05	0.045	rgb(217,208,208)	1.9879	2,2
ZBED1	SPARC	0.4055	50.05	0.05	rgb(218,207,208)	1.9879	2,2
ZBED1	TXNIP	0.4055	50.05	0.05	rgb(218,208,208)	1.9879	2,2
ZBED2	PHLDA1	0.4055	50.05	0.05	rgb(218,207,207)	1.9879	2,2
ZBTB16	ATP1A1	0.4055	50.05	0.052	rgb(218,207,207)	1.9879	2,2
ZBTB16	CST6	-0.4055	50.05	-4.7E-02	rgb(207,211,219)	1.9879	2,2
ZBTB16	CXCL16	0.4055	50.05	0.053	rgb(218,207,207)	1.9879	2,2
ZBTB16	ENSMMUG00000000729	0.4055	50.05	0.054	rgb(218,207,207)	1.9879	2,2
ZBTB16	ENSMMUG00000006353	0.4055	50.05	0.048	rgb(218,208,208)	1.9879	2,2
ZBTB16	ENSMMUG00000011896	0.4055	50.05	0.048	rgb(218,208,208)	1.9879	2,2
ZBTB16	ENSMMUG00000013256	0.4055	50.05	0.053	rgb(218,207,207)	1.9879	2,2
ZBTB16	ENSMMUG00000013257	0.4055	50.05	0.047	rgb(218,208,208)	1.9879	2,2
ZBTB16	ENSMMUG00000040780	0.4055	50.05	0.052	rgb(218,207,207)	1.9879	2,2
ZBTB16	ENSMMUG00000040993	-0.4055	50.05	-5.1E-02	rgb(206,210,219)	1.9879	2,2
ZBTB16	ENSMMUG00000044002	0.4055	50.05	0.051	rgb(218,207,207)	1.9879	2,2
ZBTB16	ENSMMUG00000048806	0.4055	50.05	0.046	rgb(218,208,208)	1.9879	2,2
ZBTB16	FLRT3	0.4055	50.05	0.054	rgb(218,207,207)	1.9879	2,2
ZBTB16	IFI6	0.4055	50.05	0.049	rgb(218,208,208)	1.9879	2,2
ZBTB16	INMT	-0.4055	50.05	-5.1E-02	rgb(206,210,219)	1.9879	2,2
ZBTB16	LPIN2	0.4055	50.05	0.05	rgb(218,207,208)	1.9879	2,2
ZBTB16	MAMU-B	0.4055	50.05	0.055	rgb(218,207,207)	1.9879	2,2
ZBTB16	MX1	0.4055	50.05	0.051	rgb(218,207,207)	1.9879	2,2
ZBTB16	PARP14	0.4055	50.05	0.051	rgb(218,207,207)	1.9879	2,2
ZBTB16	RGL2	0.4055	50.05	0.051	rgb(218,207,207)	1.9879	2,2
ZBTB16	SELM	0.4055	50.05	0.048	rgb(218,208,208)	1.9879	2,2
ZBTB16	SLC15A3	0.4055	50.05	0.048	rgb(218,208,208)	1.9879	2,2
ZBTB16	SQLE	0.4055	50.05	0.051	rgb(218,207,207)	1.9879	2,2
ZBTB16	STAT1	0.4055	50.05	0.054	rgb(218,207,207)	1.9879	2,2
ZBTB38	ANOS1	0.4055	50.05	0.054	rgb(218,207,207)	1.9879	2,2
ZBTB38	AQP4	0.4055	50.05	0.048	rgb(218,208,208)	1.9879	2,2
ZBTB38	BCAM	0.4055	50.05	0.052	rgb(218,207,207)	1.9879	2,2
